,DP1,DP2,DP3,DP4,DP5,DP6,DP7,DP8,DP9,DP10,DP11,DP12,DP13,DP14,DP15,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,DW10,DW11,DW12,DW13,DW14,DW15,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12,CP13,CP14,CP15,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,CW9,CW10,CW11,CW12,CW13,CW14,CW15
k__Eukaryota|p__Cryptophyta|c__Cryptophyceae|o__Pyrenomonadales|f__Pyrenomonadaceae|g__Rhodomonas,0.00109273,0.000832629,0.001020282,0.00024696,0.000133843,0.000261446,0.000420665,0.000518144,0.000251544,0.0001207,0.000189397,0.000138752,0.000367942,0.000471148,0.00036144,0.002238008,0.001719816,0.001952981,0.0015539,0.001109126,0.001353894,0.000597188,0.000794245,0.002003354,0.000755776,0.001503669,0.001359081,0.001338844,0.001132063,0.000931298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Rhodocyclaceae|g__Zoogloea,0.003486047,0.002534239,0.004495323,0.001046043,0.000963815,0.001074726,0.000923389,0.00081186,0.00084805,0.000635643,0.000615957,0.000626772,0.000500178,0.000535641,0.000484339,0.000694662,0.000553235,0.000538838,0.000487282,0.000505955,0.000447592,0.000487963,0.000641915,0.000467864,0.000708034,0.000526106,0.000709621,0.000372313,0.000454688,0.000507425,0.0001444,0.0001353,0.0001162,8.69E-05,0.000293919,2.19E-05,0.0001585,9.23E-05,6.59E-05,0.000222932,0.00019519,0.000233321,0.000414188,0.000773966,0.000268158,8.56E-05,2.88E-05,8.58E-05,7.47E-05,0.000213926,0.000131794,4.13E-05,5.34E-05,3.75E-05,0.0001639,8.76E-05,0.0001072,0.000402187,0.000303727,0.00030371
k__Eukaryota|p__Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Coelastrum,4.43E-05,0.00011257,0.0001425,0.000217723,0.00013842,0.0002128,0.00011148,0.00015023,0.000146,0.00048982,0.0001709,0.0001758,3.45E-05,8.05E-05,0.00016561,0.00017113,6.45E-05,6.81E-05,3.83E-05,4.64E-05,0.0001004,9.90E-05,6.35E-05,6.86E-05,1.77E-05,0.000160801,3.33E-05,6.03E-05,0.0001029,7.47E-05,0.001163796,0.00140179,0.000810982,0.002399325,0.001231246,0.001068081,0.001183383,0.00095137,0.001359745,0.00089969,0.001223183,0.000782438,0.000644939,0.000539935,0.000676895,0.000529726,0.000768142,0.000794327,0.001084417,0.001710092,0.00115628,0.000900267,0.001183303,0.000948481,0.000572469,0.000608292,0.000586465,0.0002304,0.000418565,0.000225552
k__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae|g__Desulfatiglans,0.0002039,0.00025175,0.0002422,0.000887155,0.001136215,0.001197947,0.000818837,0.000691264,0.000633562,0.00116647,0.000642661,0.000770427,0.000638629,0.000669086,0.00059678,6.65E-05,6.41E-05,3.45E-05,0.00015261,0.0001286,0.00012162,6.61E-05,3.79E-05,0,0.0001457,0.000119201,5.45E-05,9.21E-05,9.49E-05,3.71E-05,0.0001413,9.82E-05,7.16E-05,0.000172086,0.0001118,0.0001385,0.0001041,0.000270334,0.000205973,0.0001582,0.0001365,5.92E-05,0.0001315,8.41E-05,6.10E-05,0,9.35E-05,1.91E-05,0.0001465,3.58E-05,5.53E-05,8.10E-05,4.32E-05,4.78E-05,0,3.01E-05,8.34E-05,0.0001276,0.0001036,8.32E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Permianibacter,0.000402688,0.000490919,0.000385834,7.28E-05,5.63E-05,6.82E-05,2.79E-05,4.35E-05,2.97E-05,7.80E-05,4.37E-05,6.01E-05,0.000156258,0.000152194,5.97E-05,0.00026381,0.000275819,0.000298196,0.000142629,0.000297699,0.000211789,0.000298529,0.000141768,0.000214462,0.000404616,0.000349121,0.000152797,0.000233616,0.00038676,0.000271364,0.000727989,0.000602521,0.000918773,0.000802236,0.000800117,0.000880752,0.000973886,0.000792943,0.00119653,0.001052528,0.000941353,0.000786381,0.000811875,0.000943275,0.000624741,0.000744813,0.000594227,0.000608074,0.000578981,0.000581005,0.000623524,0.000629053,0.001095004,0.000980391,0.00062958,0.000272766,0.000413185,0.000530421,0.000609268,0.000518827
k__Bacteria|p__Myxococcota|c__Polyangia|o__VHS-B3-70|f__|g__,0.000165023,0.000211389,0.000217453,0.000545915,0.000413125,0.000506235,0.000934936,0.000798374,0.000807759,0.000590959,0.001163175,0.001239496,0.001100168,0.001709951,0.001061852,1.14E-05,1.33E-05,1.56E-05,3.37E-06,3.35E-05,5.65E-06,2.26E-05,1.58E-05,5.56E-06,5.63E-06,7.49E-06,1.31E-05,0,1.76E-05,9.14E-07,0.000352393,0.000377488,0.000207719,0.000368386,0.000176734,0.000453841,0.000521045,0.000740457,0.000460661,0.000526401,0.000553969,0.000651524,0.002172547,0.001949306,0.001028436,0.000755046,0.000639743,0.000635226,0.000761782,0.000979556,0.00068644,0.000831507,0.000696487,0.000850983,0.000470976,0.000512484,0.000575407,0.000634864,0.000571889,0.000687261
k__Bacteria|p__Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__marine group,0.000480887,0.000692357,0.000523176,0.000101221,4.91E-05,0.000125451,0.00016414,0.000114217,8.03E-05,6.19E-05,5.97E-05,6.22E-05,9.53E-05,0.000178579,0.000150447,0.000455191,0.000394353,0.000242627,0.000804347,0.000738514,0.000733616,0.000880795,0.000758555,0.000722521,0.000462193,0.000896691,0.000531039,0.000332501,0.000386635,0.000378499,0.0001129,0.0001187,0.0001313,0.0001354,0.0001146,0.0001069,0.000273428,0.000425259,0.000363942,9.42E-05,9.47E-05,0.0001251,0.0001389,0.000208553,0.0001862,0.000534781,0.00040169,0.000500017,0.00051932,0.000305406,0.000391378,0.000299962,0.000487058,0.000496771,0.000287672,0.000297498,0.00020972,0.000472933,0.000349796,0.000427393
k__Eukaryota|p__Metazoa|c__Arthropoda|o__Crustacea|f__Maxillopoda|g__Apocyclops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005536919,0.003672196,0.001029909,0.002209512,0.001395265,0.004312524,0.000189743,0.004251226,0.000324918,0.002398894,0.001782858,0.001664839,0.000164054,8.79E-05,0.000623794,9.03E-06,8.86E-05,0.000112725,0.000557329,8.28E-05,0.000104512,0.000305747,5.46E-05,0.000347446,9.57E-06,0.000661558,0.000182284,0.000309037,1.95E-05,3.76E-05
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__Thermoanaerobaculales|f__Thermoanaerobaculaceae|g__Subgroup 10,0.0001828,0.00023808,0.00015116,0.000858178,0.000580795,0.000915729,0.000435363,0.000678098,0.000375056,0.001059686,0.000614903,0.000622622,0.000510528,0.0004485,0.000518768,7.52E-05,3.40E-05,7.91E-06,4.59E-05,5.23E-05,0.00011726,4.10E-05,3.55E-05,7.60E-05,8.02E-05,4.76E-05,1.97E-06,2.73E-05,6.72E-05,6.31E-05,0.000399353,0.000461901,0.000323,0.000839808,0.000878032,0.000561821,0.000661266,0.000870665,0.001048174,0.000956376,0.000741825,0.000633249,0.0003419,0.000451658,0.000404834,0.000184007,0.000346344,0.000511667,0.000668519,0.00066189,0.000798022,0.000467864,0.00063684,0.000518591,0.000677762,0.000441131,0.000456607,0.000810081,0.000508455,0.000506271
k__Eukaryota|p__Metazoa|c__Nematoda|o__Chromadorea|f__Chromadorea_X|g__Ascaris,0.0002875,0.00030618,0.000323189,0.00027196,0.0002413,0.00025869,0.001044084,0.000599966,0.000806477,0.00047385,0.000435005,0.000361173,0.0004421,0.00027388,0.000348093,0.000936714,0.00052346,0.000725019,0.000411663,0.000475933,0.000435335,0.000502533,0.000383816,0.000440099,0.0001748,0.000433667,0.000488635,0.000647162,0.000708923,0.000474384,0.000336031,8.67E-05,5.08E-05,0.0001705,0.000765921,0.00018376,0.000468877,0.0001343,0.000252004,5.84E-05,7.86E-05,8.21E-05,0.0001327,0.0001016,0.00015611,0.00093042,0.00111093,0.001465652,0.000263347,0.000292007,0.000338363,0.000588958,0.000547952,0.000377646,0.0002859,0.000413795,0.000561709,0.000442213,0.000690814,0.000565351
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae|g__,0.000334664,0.000330286,0.000234076,0.000822982,0.000606516,0.000895556,0.0002339,0.00035497,0.0003966,0.000763284,0.000365797,0.000458259,0.000686369,0.000576573,0.000629018,0.000546927,0.000583229,0.000333566,0.000581175,0.000466847,0.000384016,0.000364937,0.000415793,0.000354818,0.000685922,0.000293943,0.000517485,0.000543646,0.00031479,0.000643059,0.00013357,0.0001574,8.17E-05,0.000405034,0.00018278,0.00019623,0.000469132,0.000796133,0.000389283,0.000584366,0.000795757,0.00069639,0.000831391,0.0003815,0.000415397,0.00027746,0.000216345,0.00021915,0.000194,0.000509197,0.00039075,0.00028024,0.00015127,0.000371916,0.000319297,0.000573816,0.000409318,0.000660203,0.000535256,0.000785455
k__Bacteria|p__Desulfobacterota|c__Desulfuromonadia|o__Geobacterales|f__Geobacteraceae|g__,0.000385073,0.000545496,0.000449693,0.000831705,0.001105735,0.001446639,0.000532534,0.000558644,0.00030644,0.00043413,0.000434235,0.000641569,0.000927861,0.001045442,0.000760272,0.00011643,0.0001309,0.00014397,9.48E-05,0.000193977,0.000180549,0.000162272,9.07E-05,3.78E-05,0.0001037,4.48E-05,6.10E-05,0.0001479,0.000297784,0.0001517,0.000542384,0.000499496,0.000332491,0.000429097,0.000444131,0.000651231,0.000274799,0.000550014,0.000885419,0.000643608,0.000581867,0.000483538,0.000622321,0.000753536,0.000495466,0.000389397,0.000421762,0.000481406,0.000304859,0.000532204,0.000657691,0.000696586,0.000495617,0.000614071,0.000182306,0.000271486,0.0002077,0.000732223,0.000480544,0.000555594
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__DEV114,0.001024969,0.001568359,0.001213439,0.000891052,0.000623097,0.000645644,0.000988589,0.000946617,0.001316128,0.000367426,0.000564225,0.000703845,0.000842233,0.00062341,0.000490624,0.000203301,0.0002008,0.00019411,0.00013216,0.000295849,0.00034032,0.000311007,0.000352376,0.0003352,0.0002928,0.000349632,0.0002572,0.000623661,0.0005659,0.000752247,0.000789491,0.000433325,0.000306076,0.0001766,0.00013,0.000334942,0.0001071,0.000379533,0.000251039,0.0001384,0.000155734,0.000324933,0.000457847,0.0001217,0.000389287,0.000293843,0.000357501,0.000312754,0.000260586,0.00025637,0.000185374,0.000259508,0.000149279,0.000283863,0.0001147,7.81E-05,4.63E-05,0.000243128,0.000204757,0.000169312
k__Bacteria|p__Acidobacteriota|c__Aminicenantia|o__Aminicenantales|f__|g__,0.00018832,0.0002375,0.00024397,0.001432747,0.001808768,0.001848621,0.000509342,0.00043099,0.00025524,0.000730961,0.000328229,0.000647614,0.000524609,0.00036148,0.000417684,0.00013008,8.01E-05,8.53E-06,6.39E-05,2.03E-05,1.10E-05,2.66E-05,3.30E-05,2.04E-05,0,3.82E-05,0.0001192,0.00013378,5.34E-05,5.67E-05,8.61E-05,0.000233099,0.00010798,0.000695794,0.00106581,0.000810608,0.00019049,0.000372707,0.000407719,0.0002193,0.00090251,0.0002504,0.00054084,0.000299299,0.000428001,0.0001005,0.0001105,9.65E-05,0.000115,8.21E-05,0.000178006,0.00013708,0.0002423,3.55E-05,0.00015357,0.00026824,0.00011627,0.000402932,0.0003344,0.000415555
k__Eukaryota|p__Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Desmodesmus,0.000703048,0.001072252,0.001286644,0.000289615,0.000496446,0.000400518,0.000232539,0.00023445,0.000357488,0.000636357,0.00037015,0.00034053,0.000304493,0.000260784,0.000487141,0.000426092,0.00028607,0.00020198,0.000417543,0.000255491,0.00036744,0.000422899,0.000160638,0.000395369,0.000379697,0.000225797,0.000198875,0.000162,0.0001002,0.000209887,0.000990592,0.001044987,0.000604455,0.001190892,0.000667923,0.000551645,0.00070988,0.000676081,0.000703612,0.000724147,0.000430316,0.000531031,0.000230674,0.000375015,0.00020821,0.000316401,0.000357216,0.000360462,0.000748633,0.000750073,0.000616378,0.000445478,0.000349937,0.000496065,0.000349,0.00025642,0.00046684,9.28E-05,0.0001688,0.00022701
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Gallionellaceae|g__Gallionella,0.00040909,0.000396709,0.000308611,0.00013675,0.000184108,0.000123926,0.000206557,0.000192277,0.000200857,0.000110615,0.000142902,0.00016243,0.000199294,0.00034311,0.000230862,0.001384246,0.001665604,0.001506796,0.002069326,0.002008142,0.00202735,0.001766239,0.001942991,0.002057476,0.001763492,0.002191252,0.001791279,0.001895048,0.002398787,0.00201532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Chlorophyta|c__Chlorophyceae|o__Chlamydomonadales|f__Chlamydomonadales_X|g__Wislouchiella,5.44E-05,9.33E-05,4.36E-05,7.65E-06,1.19E-05,4.33E-05,2.56E-05,0,0,0,2.17E-05,7.09E-06,8.17E-05,0.000161201,0.000241004,1.07E-05,0,2.31E-05,3.27E-05,3.43E-05,1.05E-05,1.42E-05,2.67E-05,3.46E-05,0,5.49E-05,2.49E-05,0.000157379,7.79E-05,6.52E-05,0.002086972,0.001839532,0.001136445,0.002100436,0.001455278,0.001066408,0.001244326,0.001428507,0.00197403,0.001040205,0.001069588,0.001032912,0.000337896,0.000486082,0.000527192,0.000716289,0.000914821,0.000802838,0.00146995,0.001697144,0.001381577,0.000843588,0.000741865,0.000872432,0.000332948,0.000284214,0.000790428,0.000197672,0.000199074,0.000162555
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__R7C24|f__|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000470551,0.000377173,0.000375396,0.000589781,0.000584202,0.000662289,0.000616723,0.000590166,0.000769035,0.000904441,0.000695347,0.000490403,0.000484713,0.000444696,0.000530135,0.001235936,0.001171502,0.001361297,0.001083659,0.001217385,0.001085077,0.001438343,0.001262526,0.001088232,0.000562568,0.000561198,0.000567682,0.000798945,0.000487104,0.001104412
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria Incertae Sedis|f__|g__,0.00041447,0.000398076,0.00046632,0.000871081,0.000656253,0.001050014,0.000579386,0.000863259,0.000590082,0.001026449,0.000742386,0.000800357,0.000854519,0.000651597,0.000563939,0.000210761,0.00022092,0.00017842,0.00021956,0.000439379,0.00032389,0.000224531,0.000202949,0.000256,0.000271156,0.000211201,0.0002737,0.0001652,0.0001946,0.000299249,0.000284646,0.000265464,0.000388386,0.000518962,0.000562125,0.000462025,0.000322025,0.000767474,0.00073809,0.000589528,0.000468096,0.000481697,0.000640326,0.000559578,0.000691526,0.000208377,0.000167299,0.000183866,0.0001299,0.000251176,0.0001757,0.000150898,3.33E-05,0.00017798,0.000411822,0.000259444,0.000335645,0.000311124,0.000382436,0.000326923
k__Eukaryota|p__Ciliophora|c__Litostomatea|o__Rhynchostomatia|f__Dileptidae|g__Dileptidae_X,0.000447533,0.000307555,0.000710039,0.001462202,0.000917247,0.001039738,0.004189793,0.002621993,0.003644674,0.001059585,0.00144954,0.003058182,0.000346139,0.000285054,0.000592944,0.001302769,0.001051584,0.001337494,0.001004291,0.000754531,0.000796761,0.000139876,0.000282125,0.000586411,6.74E-05,0.000330829,0.000312699,0.000485712,0.000343665,0.00044417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Pedomicrobium,1.68E-05,3.84E-06,4.08E-05,0.000289139,0.000132174,0.000184245,0.000185114,0.000169765,0.000137715,0.00046095,0.000194308,0.000325364,0.00030456,0.00025307,0.000214071,4.04E-05,0,0,2.62E-05,6.06E-06,4.99E-05,0,1.68E-05,0,2.57E-05,9.92E-06,0,3.86E-06,9.46E-06,3.90E-05,0.000131205,0.000202,0.000203371,0.000638859,0.000531059,0.000458829,0.000530852,0.000618361,0.000548887,0.000720707,0.000998611,0.000573661,0.000479434,0.000513568,0.000623737,0.000322934,0.00030213,0.000288129,0.000489284,0.000422738,0.000420247,0.00034569,0.000419374,0.000329711,0.000303106,0.000347575,0.000125232,0.000396671,0.0002941,0.000517922
k__Eukaryota|p__Ochrophyta|c__Chrysophyceae|o__Chrysophyceae_X|f__Chrysophyceae_Clade-F|g__Chrysophyceae_Clade-F_X,0.0001138,0.0001005,0.0001359,0.000181479,0.000185751,0.000261202,9.27E-05,6.54E-05,6.50E-05,4.74E-05,2.16E-05,6.56E-05,6.11E-05,4.20E-05,5.73E-05,1.27E-05,2.73E-05,3.60E-06,6.63E-05,4.16E-05,2.68E-05,8.11E-05,0.0001254,0.0001482,9.74E-05,0.000139832,7.10E-05,1.41E-05,6.42E-05,2.91E-05,0.001361995,0.001533658,0.001528669,0.000655532,0.000540254,0.000927032,0.0001095,0.000220774,0.00026108,0.000670319,0.00055354,0.00067956,0.000818944,0.000597376,0.000880721,0.000189058,0.000318335,0.000191974,0.000125652,0.000184229,0.000213989,0.000188722,0.00019052,3.37E-05,0.001274667,0.001179126,0.001414014,0.000672931,0.000285572,0.000825855
k__Eukaryota|p__Chlorophyta|c__Nephroselmidophyceae|o__Nephroselmidales|f__Nephroselmidales_X|g__Nephroselmis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003775723,0.003252748,0.002209589,0.001931363,0.001442175,0.001127919,0.000984845,0.000919423,0.001471965,0.000807219,0.000478241,0.000523321,0.000304862,0.000247285,0.00025134,0.000768236,0.000840068,0.000780453,0.001721821,0.001810074,0.001754976,0.0007523,0.000642466,0.000447961,0.000436767,0.000289721,0.000276716,0.000279329,0.000172585,0.000151598
k__Eukaryota|p__Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Chaetonotus,5.73E-05,6.48E-05,0.000108,0.000342998,0.000236884,0.000285911,0.000884518,0.001188339,0.001135767,0.001390329,0.002030193,0.002338802,0.00206623,0.001922966,0.002034816,2.07E-05,8.78E-06,0,0,1.65E-05,4.06E-06,1.03E-05,0,2.24E-05,0,0,3.98E-05,1.69E-05,8.67E-05,0.000285179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Ciliophora|c__Spirotrichea|o__Tintinnida|f__Undellidae|g__Undellidae_X,0.000146519,8.87E-05,0.000186234,1.84E-05,2.29E-05,1.85E-05,1.42E-05,4.00E-05,3.49E-05,2.50E-05,4.05E-05,2.56E-05,1.50E-05,1.32E-05,7.94E-06,0.000146515,0.000226028,0.000221654,0.000187607,0.000184687,0.000219308,5.66E-05,9.03E-05,0.000169375,3.83E-05,0.000198951,0.000148335,0.000112328,9.35E-05,6.61E-05,0.0002515,0.000360777,0.000141061,0.000345988,0.000432385,0.000187219,0.000138602,0.0001905,0.000190931,5.41E-05,0.00011277,0.0001116,0.000314636,0.000316404,0.000189926,0.000256188,0.000351371,0.000279417,0.00063644,0.000809224,0.000983742,0.000436797,0.000514806,0.000577861,0.001379977,0.00164273,0.001979522,0.000427397,0.000608001,0.000517052
k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__SM1A02,0.000909043,0.001030655,0.000662144,0.001135154,0.001273701,0.001044621,0.000838633,0.000728967,0.000840792,0.000469443,0.000499003,0.000632309,0.000653234,0.00081719,0.000705711,0.000282231,0.000436082,0.000327552,0.000349052,0.000321317,0.00041479,0.000468431,0.000617168,0.000282637,0.000466924,0.000349168,0.000291499,0.0003882,0.000375596,0.000314201,0.000270829,0.000256399,0.00016194,0.0002446,0.00018234,0.000226026,0.000407732,0.000686194,0.000372579,0.000367708,0.0002725,0.000363904,0.00016803,0.000210089,0.0001432,0.000318121,0.000164601,0.00018631,2.32E-05,0.0001406,0.0001206,0.00018971,0.0001002,0.0001639,0.0001277,0.0001279,4.85E-05,8.19E-05,0.00017365,0.000271263
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Apusozoa_X|c__Planomonadida|o__Planomonadidae|f__Planomonadidae_X|g__Micronuclearia,0.000223415,0.0003288,0.000272824,0.003803653,0.003930319,0.004484257,0.002205846,0.002225586,0.001684489,0.000998798,0.001630768,0.001322674,0.000780654,0.000751208,0.00080707,6.06E-05,7.10E-05,6.87E-05,0.00012144,7.00E-05,9.89E-05,6.38E-05,5.65E-05,0.000137267,4.85E-05,7.64E-05,9.05E-05,5.27E-05,0.0001031,9.63E-05,4.10E-05,2.15E-05,4.30E-05,0.000216855,0.0001003,7.16E-05,0.000356226,0.000347176,0.000328721,0.000182575,0.000255396,0.000288678,7.50E-05,4.18E-05,4.19E-05,5.45E-06,1.15E-05,0,7.04E-05,1.50E-05,2.21E-05,5.02E-06,3.95E-06,3.06E-06,5.94E-05,6.36E-05,7.74E-05,2.20E-05,5.64E-05,3.87E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Elsterales|f__Elsteraceae|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398051,0.000197683,0.000349647,0.000126445,0.000256587,0.000226045,0.000302761,0.000366581,0.000375656,0.0001447,0.0001163,0.000170469,0.0001178,6.28E-05,0.000155776,0.002354909,0.001686761,0.00224821,0.001375579,0.00187272,0.001732862,0.001523861,0.002341232,0.001521652,0.000602068,0.00104333,0.000762729,0.001199194,0.000882297,0.001082214
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Psammoneis obaidii|g__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319853,0.000564865,0.00012372,0.001080097,0.001646735,0.000734494,0.001093871,0.001916507,0.001552483,0.001482142,0.00091835,0.000698506,0.000362042,0.000467888,0.000180099,0.001544296,0.001251835,0.001539033,0.001109653,0.00107006,0.001206614,0.001287884,0.001075478,0.001644119,0.001354248,0.001391623,0.001116571,0.000275126,0.000610535,0.000363563
k__Eukaryota|p__Ciliophora|c__CONThreeP|o__CONThreeP_X|f__Urotrichidae|g__Urotricha,9.93E-05,0.0001368,0.0002549,1.54E-05,4.96E-05,8.74E-05,0.0001002,4.55E-05,6.69E-05,9.57E-06,5.58E-05,0.0001034,0.0001156,3.49E-05,0.000107,0.000413754,0.000689343,0.000808231,0.000759771,0.000895851,0.000277167,0.00042617,0.000628333,0.000411127,0.0001478,0.000248301,0.000646537,0.000751304,0.000417811,0.000353301,0.000196815,0.000263385,0.000263972,0.000249696,0.00022988,0.000158653,0.000220438,4.45E-05,7.38E-05,3.74E-05,7.84E-05,6.13E-05,0.000101418,7.77E-05,7.59E-05,0.000240416,0.000306515,0.000328916,0.0001072,0.0001408,0.000279485,0.000253553,0.0001391,0.000359257,0.000374523,0.000357687,0.000482847,0.000127,0.0001227,8.88E-05
k__Eukaryota|p__Ochrophyta|c__Opalinata|o__Opalinata_X|f__Nucleohelea|g__Actinosphaerium,0.000337738,0.000307,0.000676858,0.00583139,0.006119504,0.00549484,0.001830081,0.001179788,0.001076878,0.000439035,0.0003187,0.000349469,0.000916465,0.000748862,0.001358297,0,0,0,3.95E-05,4.15E-05,0.0001241,9.82E-05,0.0001381,9.10E-05,5.58E-06,2.15E-05,0,8.02E-06,3.12E-05,3.81E-05,1.23E-05,2.07E-05,2.38E-05,0.000540721,0.000435008,6.70E-05,0.00010737,4.62E-05,8.00E-05,4.55E-05,0.00028312,0,3.07E-05,1.92E-05,2.89E-05,0,0,5.72E-05,0,0,1.34E-05,0,0,2.61E-05,0,0,3.02E-05,4.04E-05,1.88E-06,0
k__Eukaryota|p__Ochrophyta|c__Chrysophyceae|o__Chrysophyceae_X|f__Chrysophyceae_Clade-C|g__Spumella,3.76E-06,0,0,0,0,0,1.15E-05,0,0,0,0,0,0,1.18E-05,0,1.72E-05,0,0,3.17E-05,0,1.89E-05,3.63E-05,6.69E-05,9.09E-05,3.18E-05,0.000134868,2.99E-05,1.73E-05,0,0,0.001599482,0.002579714,0.002518855,0.002017014,0.00211813,0.00193417,0.000411931,0.000805976,0.000967004,0.001132663,0.001494731,0.000984942,0.001528129,0.000701003,0.001752017,0.000146493,0.000242352,0.000230918,0.000168074,0.000122177,0.000184866,0.000239743,0.00027733,0.000131913,0.001174809,0.000975057,0.001699255,0.000170275,0.000597324,0.000381757
