,Kingdom,Phylum1,Phylum,Class,Order,Family,Genus,Species
CJ_k141_12260,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Neisseriaceae,G__Neisseria,S__
CJ_k141_12271,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Thermoleophilia,O__Gaiellales,F__uncultured,G__uncultured bacterium,S__
CJ_k141_12283,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_12298,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__LD1-PB3,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_1233,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Bacteroidetes vadinHA17,G__uncultured Bacteroidetes bacterium,S__
CJ_k141_12332,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Lobochlamys segnis,G__Lobochlamys segnis_X sp.,S__
CJ_k141_12341,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Bacillales,F__Bacillaceae,G__Bacillus,S__
CJ_k141_12359,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_1236,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Puniceispirillales,F__Puniceispirillales Incertae Sedis,G__Constrictibacter,S__
CJ_k141_12363,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_12367,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Sphingobacteriales,F__env.OPS 17,G__uncultured Bacteroidetes bacterium,S__
CJ_k141_12371,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Anaerolineales,F__Anaerolineaceae,G__uncultured,S__
CJ_k141_12380,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__PLTA13,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_12390,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__SC-I-84,G__uncultured bacterium,S__
CJ_k141_124,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Anaplasmataceae,G__Wolbachia,S__
CJ_k141_12402,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Euglena gymnodinioides,G__Euglena gymnodinioides_X sp.,S__
CJ_k141_12406,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Dinobryon sp. LO226KS,G__Dinobryon sp. LO226KS_X sp.,S__
CJ_k141_12411,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Caldilineales,F__Caldilineaceae,G__uncultured,S__
CJ_k141_12420,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_12432,Bacteria,Desulfobacterota,Bacteria_Desulfobacterota,C__Desulfuromonadia,O__Desulfuromonadales,F__Geothermobacteraceae,G__Geothermobacter,S__
CJ_k141_12439,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Oscillospirales,F__Oscillospiraceae,G__uncultured,S__
CJ_k141_12442,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Methylococcales,F__Methylomonadaceae,G__Methylomicrobium,S__
CJ_k141_12445,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Dinobryon sp. LO226KS,G__Dinobryon sp. LO226KS_X sp.,S__
CJ_k141_12455,Bacteria,Elusimicrobiota,Bacteria_Elusimicrobiota,C__Endomicrobia,O__Endomicrobiales,F__Endomicrobiaceae,G__Endomicrobium,S__
CJ_k141_12460,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_12486,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_125,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Rikenellaceae,G__Bact-08,S__
CJ_k141_12527,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Cyanobacteriales,F__Phormidiaceae,G__Planktothrix NIVA-CYA 15,S__
CJ_k141_12565,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Legionellales,F__Legionellaceae,G__Legionella,S__
CJ_k141_12575,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Solanum lycopersicum (tomato),G__Solanum lycopersicum (tomato)_X sp.,S__
CJ_k141_12577,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Sphingobacteriales,F__AKYH767,G__uncultured bacterium,S__
CJ_k141_12579,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Acidimicrobiia,O__Microtrichales,F__Ilumatobacteraceae,G__CL500-29 marine group,S__
CJ_k141_12581,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Synechococcales,F__Cyanobiaceae,G__Cyanobium PCC-6307,S__
CJ_k141_12590,Bacteria,Elusimicrobiota,Bacteria_Elusimicrobiota,C__Endomicrobia,O__Endomicrobiales,F__Endomicrobiaceae,G__Endomicrobium,S__
CJ_k141_12591,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Anaerolineales,F__Anaerolineaceae,G__uncultured,S__
CJ_k141_12594,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Micrococcales,F__Microbacteriaceae,G__Rathayibacter,S__
CJ_k141_12595,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__
CJ_k141_12621,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Cellvibrionaceae,G__uncultured,S__
CJ_k141_12628,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Lachnospirales,F__Lachnospiraceae,G__[Eubacterium] eligens group,S__
CJ_k141_12637,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Clostridiales,F__Clostridiaceae,G__Clostridium sensu stricto 1,S__
CJ_k141_12642,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__OM190,O__uncultured bacterium,F__uncultured bacterium_X,G__uncultured bacterium_XX sp.,S__
CJ_k141_12645,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rhodospirillales,F__Rhodospirillaceae,G__uncultured,S__
CJ_k141_12649,Archaea,Crenarchaeota,Archaea_Crenarchaeota,C__Bathyarchaeia,O__unidentified archaeon,F__unidentified archaeon_X,G__unidentified archaeon_XX sp.,S__
CJ_k141_12652,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Anaerolineales,F__Anaerolineaceae,G__Anaerolinea,S__
CJ_k141_12665,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__SAR11 clade,F__Clade II,G__uncultured marine bacterium,S__
CJ_k141_12673,Bacteria,Acidobacteriota,Bacteria_Acidobacteriota,C__Acidobacteriae,O__Acidobacteriales,F__uncultured,G__uncultured bacterium,S__
CJ_k141_12674,Bacteria,Acidobacteriota,Bacteria_Acidobacteriota,C__Aminicenantia,O__Aminicenantales,F__uncultured Aminicenantes bacterium,G__uncultured Aminicenantes bacterium_X sp.,S__
CJ_k141_12677,Archaea,Crenarchaeota,Archaea_Crenarchaeota,C__Bathyarchaeia,O__uncultured archaeon,F__uncultured archaeon_X,G__uncultured archaeon_XX sp.,S__
CJ_k141_12680,Archaea,Nanoarchaeota,Archaea_Nanoarchaeota,C__Nanoarchaeia,O__Woesearchaeales,F__uncultured archaeon,G__uncultured archaeon_X sp.,S__
CJ_k141_12681,Bacteria,Chloroflexi,Bacteria_Chloroflexi,C__Anaerolineae,O__Anaerolineales,F__Anaerolineaceae,G__Leptolinea,S__
CJ_k141_12703,Bacteria,Elusimicrobiota,Bacteria_Elusimicrobiota,C__Endomicrobia,O__Endomicrobiales,F__Endomicrobiaceae,G__Endomicrobium,S__
CJ_k141_12712,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rhizobiales,F__Hyphomicrobiaceae,G__Pedomicrobium,S__
CJ_k141_12717,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__ABY1,O__Candidatus Magasanikbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_12725,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Williamwhitmaniaceae,G__Blvii28 wastewater-sludge group,S__
CJ_k141_1273,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Acidimicrobiia,O__Microtrichales,F__Ilumatobacteraceae,G__CL500-29 marine group,S__
CJ_k141_12747,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Kiritimatiellae,O__WCHB1-41,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_12748,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Micrococcales,F__Microbacteriaceae,G__Leucobacter,S__
CJ_k141_12750,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__Triticum aestivum (bread wheat),S__
CJ_k141_12754,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Oscillospirales,F__Hungateiclostridiaceae,G__Saccharofermentans,S__
CJ_k141_12756,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Prolixibacteraceae,G__uncultured,S__
CJ_k141_12764,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Shewanellaceae,G__Shewanella,S__
CJ_k141_12767,Bacteria,Acidobacteriota,Bacteria_Acidobacteriota,C__Holophagae,O__Subgroup 7,F__uncultured Acidobacterium sp.,G__uncultured Acidobacterium sp._X sp.,S__
CJ_k141_12768,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Sphingobacteriales,F__KD1-131,G__uncultured bacterium,S__
CJ_k141_12771,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Leptolyngbyales,F__Leptolyngbyaceae,G__Leptolyngbya VRUC 135,S__
CJ_k141_12784,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Opitutales,F__Opitutaceae,G__IMCC26134,S__
CJ_k141_1279,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Leptolyngbyales,F__Leptolyngbyaceae,G__Leptolyngbya VRUC 135,S__
CJ_k141_12790,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Moraxellaceae,G__Acinetobacter,S__
CJ_k141_12792,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__Hordeum vulgare subsp. vulgare (domesticated barley),S__
CJ_k141_12794,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_12802,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Acidimicrobiia,O__Microtrichales,F__Ilumatobacteraceae,G__CL500-29 marine group,S__
CJ_k141_12803,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Frankiales,F__Sporichthyaceae,G__hgcI clade,S__
CJ_k141_12804,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rhodospirillales,F__Magnetospiraceae,G__Magnetospira,S__
CJ_k141_12826,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Clostridia,O__Lachnospirales,F__Lachnospiraceae,G__Roseburia,S__
CJ_k141_12828,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Erysipelotrichales,F__Erysipelatoclostridiaceae,G__UCG-004,S__
CJ_k141_12833,Bacteria,Gemmatimonadota,Bacteria_Gemmatimonadota,C__Gemmatimonadetes,O__Gemmatimonadales,F__Gemmatimonadaceae,G__uncultured,S__
CJ_k141_12839,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_1284,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Herbaspirillum,S__
CJ_k141_12842,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_12858,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Flavobacteriales,F__Flavobacteriaceae,G__Myroides,S__
CJ_k141_12860,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Triticum aestivum (bread wheat),G__Triticum aestivum (bread wheat)_X sp.,S__
CJ_k141_12862,Bacteria,Acidobacteriota,Bacteria_Acidobacteriota,C__Vicinamibacteria,O__Vicinamibacterales,F__uncultured,G__uncultured bacterium,S__
CJ_k141_12870,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_12874,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__SM2D12,G__uncultured organism,S__
CJ_k141_12886,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Comamonadaceae,G__uncultured,S__
CJ_k141_1289,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Verrucomicrobiales,F__Verrucomicrobiaceae,G__Prosthecobacter,S__
CJ_k141_12893,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_12897,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Frankiales,F__Sporichthyaceae,G__hgcI clade,S__
CJ_k141_12903,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_12907,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Nomurabacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_12924,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Chlamydiae,O__Chlamydiales,F__Simkaniaceae,G__Candidatus Rhabdochlamydia,S__
CJ_k141_12961,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Bdellovibrionia,O__Bdellovibrionales,F__Bdellovibrionaceae,G__OM27 clade,S__
CJ_k141_12963,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Sericytochromatia,O__uncultured bacterium,F__uncultured bacterium_X,G__uncultured bacterium_XX sp.,S__
CJ_k141_12967,Bacteria,Elusimicrobiota,Bacteria_Elusimicrobiota,C__Endomicrobia,O__Endomicrobiales,F__Endomicrobiaceae,G__Endomicrobium,S__
CJ_k141_12973,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__Anaerosinus,S__
CJ_k141_12977,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Acidimicrobiia,O__Microtrichales,F__Ilumatobacteraceae,G__CL500-29 marine group,S__
CJ_k141_12991,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__
CJ_k141_12999,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Oxalobacteraceae,G__Massilia,S__
CJ_k141_1300,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Erysipelotrichales,F__Erysipelatoclostridiaceae,G__Erysipelotrichaceae UCG-003,S__
CJ_k141_13001,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_13005,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Micrococcales,F__Microbacteriaceae,G__Microbacterium,S__
CJ_k141_13010,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__Sporomusa,S__
CJ_k141_13026,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__Gloeochaete wittrockiana,S__
CJ_k141_13032,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Gracilibacteria,O__uncultured bacterium,F__uncultured bacterium_X,G__uncultured bacterium_XX sp.,S__
CJ_k141_13065,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_13069,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__uncultured,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13082,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Gossypium barbadense (sea-island cotton),G__Gossypium barbadense (sea-island cotton)_X sp.,S__
CJ_k141_13084,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Nomurabacteria,F__Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115,G__Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115_X sp.,S__
CJ_k141_13090,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Staphylococcales,F__Staphylococcaceae,G__Staphylococcus,S__
CJ_k141_13096,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_1310,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Streptomycetales,F__Streptomycetaceae,G__Streptomyces,S__
CJ_k141_13119,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_13127,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Kineosporiales,F__Kineosporiaceae,G__Kineosporia,S__
CJ_k141_13141,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Kaiserbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13148,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__Chlorella pyrenoidosa,S__
CJ_k141_13151,Bacteria,Fibrobacterota,Bacteria_Fibrobacterota,C__Chitinivibrionia,O__Chitinivibrionales,F__Chitinivibrionaceae,G__possible genus 03,S__
CJ_k141_13156,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Legionellales,F__Legionellaceae,G__Legionella,S__
CJ_k141_13176,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Leptolyngbyales,F__Leptolyngbyaceae,G__Leptolyngbya VRUC 135,S__
CJ_k141_13178,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Gossypium arboreum,G__Gossypium arboreum_X sp.,S__
CJ_k141_1318,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Escherichia-Shigella,S__
CJ_k141_13187,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__ABY1,O__Candidatus Komeilibacteria,F__Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14,G__Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14_X sp.,S__
CJ_k141_13191,Bacteria,Bdellovibrionota,Bacteria_Bdellovibrionota,C__Oligoflexia,O__0319-6G20,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_132,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Chlamydiae,O__Chlamydiales,F__Parachlamydiaceae,G__Neochlamydia,S__
CJ_k141_1320,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Actinobacteria,O__Micrococcales,F__Intrasporangiaceae,G__uncultured,S__
CJ_k141_13206,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__OM190,O__uncultured bacterium,F__uncultured bacterium_X,G__uncultured bacterium_XX sp.,S__
CJ_k141_13238,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Rhodocyclaceae,G__Dechloromonas,S__
CJ_k141_13256,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Cellvibrionaceae,G__uncultured,S__
CJ_k141_13268,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Carteria sp. SAG 8-5,G__Carteria sp. SAG 8-5_X sp.,S__
CJ_k141_13269,Bacteria,Fibrobacterota,Bacteria_Fibrobacterota,C__Fibrobacteria,O__Fibrobacterales,F__uncultured,G__uncultured Chitinivibrionia bacterium,S__
CJ_k141_1327,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Verrucomicrobiae,O__Pedosphaerales,F__Pedosphaeraceae,G__uncultured,S__
CJ_k141_13270,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Pseudomonadales,F__Cellvibrionaceae,G__Cellvibrio,S__
CJ_k141_13272,Archaea,Nanoarchaeota,Archaea_Nanoarchaeota,C__Nanoarchaeia,O__Woesearchaeales,F__GW2011_GWC1_47_15,G__Candidatus Amesbacteria bacterium GW2011_GWC1_47_15,S__
CJ_k141_13281,Bacteria,Planctomycetota,Bacteria_Planctomycetota,C__Phycisphaerae,O__Tepidisphaerales,F__WD2101 soil group,G__uncultured bacterium,S__
CJ_k141_13289,Bacteria,Margulisbacteria,Bacteria_Margulisbacteria,C__uncultured bacterium,O__uncultured bacterium_X,F__uncultured bacterium_XX,G__uncultured bacterium_XXX sp.,S__
CJ_k141_13293,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Prolixibacteraceae,G__uncultured,S__
CJ_k141_133,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Alphaproteobacteria,O__Rickettsiales,F__Mitochondria,G__uncultured bacterium,S__
CJ_k141_1330,Bacteria,Latescibacterota,Bacteria_Latescibacterota,C__uncultured bacterium,O__uncultured bacterium_X,F__uncultured bacterium_XX,G__uncultured bacterium_XXX sp.,S__
CJ_k141_13301,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Thermoleophilia,O__Solirubrobacterales,F__67-14,G__Solirubrobacterales bacterium 67-14,S__
CJ_k141_13302,Bacteria,Bacteroidota,Bacteria_Bacteroidota,C__Bacteroidia,O__Bacteroidales,F__Bacteroidaceae,G__Bacteroides,S__
CJ_k141_13318,Bacteria,Elusimicrobiota,Bacteria_Elusimicrobiota,C__Endomicrobia,O__Endomicrobiales,F__Endomicrobiaceae,G__Endomicrobium,S__
CJ_k141_13319,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Burkholderiales,F__Alcaligenaceae,G__Bordetella,S__
CJ_k141_13325,Archaea,Crenarchaeota,Archaea_Crenarchaeota,C__Nitrososphaeria,O__Nitrososphaerales,F__Nitrososphaeraceae,G__Candidatus Nitrocosmicus,S__
CJ_k141_13327,Bacteria,Cyanobacteria,Bacteria_Cyanobacteria,C__Cyanobacteriia,O__Chloroplast,F__Cylindrotheca closterium,G__Cylindrotheca closterium_X sp.,S__
CJ_k141_13328,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Nomurabacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13329,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Negativicutes,O__Veillonellales-Selenomonadales,F__Sporomusaceae,G__Anaerosinus,S__
CJ_k141_13341,Bacteria,Acidobacteriota,Bacteria_Acidobacteriota,C__Subgroup 22,O__uncultured bacterium,F__uncultured bacterium_X,G__uncultured bacterium_XX sp.,S__
CJ_k141_13351,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Gracilibacteria,O__uncultured bacterium,F__uncultured bacterium_X,G__uncultured bacterium_XX sp.,S__
CJ_k141_13355,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Yanofskybacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13357,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Thermoleophilia,O__Solirubrobacterales,F__Solirubrobacteraceae,G__uncultured,S__
CJ_k141_13362,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Lactobacillales,F__Streptococcaceae,G__Streptococcus,S__
CJ_k141_1337,Bacteria,Verrucomicrobiota,Bacteria_Verrucomicrobiota,C__Kiritimatiellae,O__WCHB1-41,F__uncultured Lentisphaerae bacterium,G__uncultured Lentisphaerae bacterium_X sp.,S__
CJ_k141_1341,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Bacillales,F__Planococcaceae,G__Domibacillus,S__
CJ_k141_13410,Bacteria,Firmicutes,Bacteria_Firmicutes,C__Bacilli,O__Mycoplasmatales,F__Mycoplasmataceae,G__Mycoplasma,S__
CJ_k141_13416,Bacteria,Actinobacteriota,Bacteria_Actinobacteriota,C__Acidimicrobiia,O__uncultured,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13422,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__ABY1,O__Candidatus Magasanikbacteria,F__uncultured bacterium,G__uncultured bacterium_X sp.,S__
CJ_k141_13429,Bacteria,Proteobacteria,Bacteria_Proteobacteria,C__Gammaproteobacteria,O__Enterobacterales,F__Enterobacteriaceae,G__Klebsiella,S__
CJ_k141_1344,Bacteria,Patescibacteria,Bacteria_Patescibacteria,C__Parcubacteria,O__Candidatus Nomurabacteria,F__Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28,G__Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28_X sp.,S__
